"ProductId","Image Url","Video Url","Product Desc","Origin Price","Discount Price","Discount","Currency","Commission Rate","Commission","Sales180Day","Positive Feedback","Promotion Url","Code Name","Code Start Time","Code End Time","Code Value","Code Quantity","Code Minimum Spend"
"1005002865328830","https://ae04.alicdn.com/kf/Hed875a2afb5643bc9ade9d4b807e9100M.jpg",,"Men's Messenger Bag Crossbody Shoulder Bags Men Small Sling Pack Waterproof Oxford Packs For Work Business Travel Satchel Purse","USD 6.92","USD 3.60","48%","USD","7","USD 0.25","401","91.1%","https://s.click.aliexpress.com/e/_DkayaDV",,,,,,
"1005004739553654","https://ae04.alicdn.com/kf/S1fd6301ad09b424c9c4fe3f3da270b327.jpg",,"Women's Triangle and Square Cheese Shaped Mini PU Leather Bags Cute Earphone Lipstick Purses Handbags Crossbody Shoulder Bag","USD 7.39","USD 4.14","44%","USD","10.0","USD 0.41","103","100.0%","https://s.click.aliexpress.com/e/_DkX8toB",,,,,,
"1005003089886305","https://ae04.alicdn.com/kf/Sd371da856c184705a5b76751c5231f1fU.jpg",,"Luxury Woven Leather Messenger Bags Men Shoulder Bags Fashion Design Men's Crossbody Bags Male Business PU Handbags Men Bags","USD 9.49","USD 5.60","41%","USD","8.0","USD 0.45","132","92.6%","https://s.click.aliexpress.com/e/_DEWzqfZ",,,,,,
"1005004807229126","https://ae04.alicdn.com/kf/Sb3c0868c8e8a4de384efdde09575ee03g.jpg",,"Male Single Shoulder Bags Crossbody Bags Men Anti Theft Chest Bag School Summer Short Trip Messengers Bag 2022 New Arrival","USD 9.90","USD 3.86","61%","USD","8.0","USD 0.31","63","100.0%","https://s.click.aliexpress.com/e/_DnD2gFp",,,,,,
"1005003133486785","https://ae04.alicdn.com/kf/H823e4222b35e4fc4953ab2b16483bab4g.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/321882409316.mp4","Luxury Brand Design Men Crossbody Bag Casual Solid Messenger Bag Mens Small Shoulder Crossbody Flap Bags Man Phone Handbag Male","USD 13.69","USD 7.12","48%","USD","8.0","USD 0.57","50","95.0%","https://s.click.aliexpress.com/e/_DmUv6Fh",,,,,,
"1005002562477625","https://ae04.alicdn.com/kf/H84fca67cf8c0474aa69eb7888e0087186.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/307587445342.mp4","Saddle Bag Solid Color Genuine Leather Crossbody Bags For Women 2022 Luxury Quality Shoulder Simple Female Handbags And Purses","USD 34.90","USD 20.59","41%","USD","7","USD 1.44","40","97.1%","https://s.click.aliexpress.com/e/_DBM9o2B",,,,,,
"1005004608150511","https://ae04.alicdn.com/kf/S756a9cd62ecf43ee8221f1ed26179a76n.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100076692798.mp4","Oil Wax Cowhide Large-capacity Bags Women's 2022 New Fashion Business Casual Handbag Ladies Shoulder Leather Bag Popular Tote","USD 106.80","USD 53.40","50%","USD","11.5","USD 6.14","28","100.0%","https://s.click.aliexpress.com/e/_DE9Ax4J",,,,,,
"1005002985453236","https://ae04.alicdn.com/kf/H99c73638e2f143b8b3e6add5af45cd3e2.jpg",,"QAQBBIVY New 2021 Women Ethnic Style Hippie Bucket Bag Shoulder Bags Ladies Casual Shopping Tote Handbag Travel Bag","USD 12.95","USD 9.19","29%","USD","7","USD 0.64","57","96.9%","https://s.click.aliexpress.com/e/_DlQgYrZ",,,,,,
"1005003795649403","https://ae04.alicdn.com/kf/S8f5caceae9114ca3b5ba9d5ab77a8bcfV.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/345249238551.mp4","2022 New Women's Canvas Shoulder Bag Fashion Corduroy Large Capacity Crossbody Bag Female Casual Plaid Solid Color Handbags","USD 12.14","USD 5.22","57%","USD","7","USD 0.37","178","93.0%","https://s.click.aliexpress.com/e/_DC7QyYx",,,,,,
"1005004925423050","https://ae04.alicdn.com/kf/S8aa28094385a4efb898054ebaa64c482W.jpg",,"2022 Women Backpack New Small Square Bag Purses and Handbags Luxury Designer Fashion Kangaroo Crossbody Trendy One-Shoulder Bag","USD 36.56","USD 18.28","50%","USD","8.0","USD 1.46","20","80.0%","https://s.click.aliexpress.com/e/_DFzaZ79",,,,,,
"1005003901583511","https://ae04.alicdn.com/kf/Sc97bfedcb33e423d89f2dabddb4b14b7R.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/347112548501.mp4","SUUTOOP Men's PU Leather Shoulder Bag Fashion Business Waterproof Crossbody Travel Sling Pack Messenger Pack Chest Bag For Male","USD 19.79","USD 12.07","39%","USD","7","USD 0.84","21","89.1%","https://s.click.aliexpress.com/e/_DBsIdzp",,,,,,
"1005003584100282","https://ae04.alicdn.com/kf/H1825f3b5184646d1b75db8eb99fb5d67t.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/338350167780.mp4","Versatile Small Canvas Fabric Handbag Casual Cross Body Shoulder Korean Style Student Bag with Detachable Shoulder Strap Bag New","USD 6.04","USD 4.05","33%","USD","10.0","USD 0.40","32","85.0%","https://s.click.aliexpress.com/e/_DCKRidH",,,,,,
"1005003533814010","https://ae04.alicdn.com/kf/H38841ca756be436da6412f2c03f6b29ac.jpg",,"Fashion Faux Fur Women Shoulder Bag Love Heart Printing Soft Plush Female Crossbody Bag Winter Fluffy Ladies Messenger Pack","USD 9.98","USD 4.99","50%","USD","8.0","USD 0.40","40","46.7%","https://s.click.aliexpress.com/e/_DDUlJ5h",,,,,,
"1005004310337846","https://ae04.alicdn.com/kf/S4d93e1face764549a3519a99275f3f3eP.jpg",,"Elegant Design Cow Pattern Women Tote Handbags Casual Large Capacity Ladies Shoulder Bag Simple Fashion Female Messenger Bags","USD 8.65","USD 6.05","30%","USD","7","USD 0.42","40","91.4%","https://s.click.aliexpress.com/e/_DmBSmwJ",,,,,,
"1005002767731301","https://ae04.alicdn.com/kf/U2af669565ab04f39ab92b6a0d3da6229c.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/313291370889.mp4","Ladies New Fashion All-Match Tote Female Nurse Love Printed Handbags Cartoon Eco Friendly Beach Bag High Capacity Shopping Bags","USD 8.33","USD 4.50","46%","USD","7","USD 0.32","104","100.0%","https://s.click.aliexpress.com/e/_DB6oLKT",,,,,,
"1005002101340257","https://ae04.alicdn.com/kf/H751f0b773ad44b218a1f62f7e205fae44.jpg",,"Anime San-X Rilakkuma Cute Big Bag Handbag Shoulder Bag plush relax brown bear","USD 5.78","USD 4.62","20%","USD","7","USD 0.32","61","100.0%","https://s.click.aliexpress.com/e/_Ddof7W3",,,,,,
"1005004366632341","https://ae04.alicdn.com/kf/S6099c8fd8ea14d428bcff1e61ba2d469D.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100088640479.mp4","SCHLATUM Crazy Horse Leather Man Shoulder Bags Vintage Fashion Messenger Bags Crossbody Bag Quality Male Sling Bag","USD 72.52","USD 51.49","29%","USD","8.0","USD 4.12","203","98.4%","https://s.click.aliexpress.com/e/_DmhHdQx",,,,,,
"1005002876747809","https://ae04.alicdn.com/kf/S7d514d99f85a4ea191845ef78e7f3390b.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/318859895708.mp4","Men's Bag Genuine Leather Handbags Men Leather Shoulder Bags Men Messenger Bags Small Crossbody Bags for Man Fashion Handbag","USD 12.51","USD 11.51","8%","USD","7","USD 0.81","142","94.9%","https://s.click.aliexpress.com/e/_DetxgIn",,,,,,
"1005004829361740","https://ae04.alicdn.com/kf/S53b326a01a4b458ba1b0aa8eca8f46f5m.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100092198171.mp4","Autumn Winter Cotton Padded Top-handle Bags for Women Fashion Handbags Underarm Shoulder Bags Casual Quilted Shopper Totes Bags","USD 6.58","USD 3.29","50%","USD","7","USD 0.23","25","80.0%","https://s.click.aliexpress.com/e/_DCV3Umf",,,,,,
"1005004058835268","https://ae04.alicdn.com/kf/Sd3f9128b3c2342f980649cddf45f6d3cn.jpg",,"Sports Fanny Pack Mens Women Oxford Waterproof Small Chest Bag Pack Travel Sport Shoulder Sling Backpack Crossbody Bags Rucksack","USD 19.02","USD 9.51","50%","USD","7","USD 0.67","27","95.6%","https://s.click.aliexpress.com/e/_Dl8gxXz",,,,,,
"32690516005","https://ae04.alicdn.com/kf/HTB18bHaaV9gSKJjSspbq6zeNXXaR.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/283332100862.mp4","Fashion Women Backpack High Quality Youth Leather Backpacks for Teenage Girls Female School Shoulder Bag Bagpack mochila","USD 41.93","USD 22.22","47%","USD","7","USD 1.56","249","97.6%","https://s.click.aliexpress.com/e/_DCYSzm3",,,,,,
"1005004287868799","https://ae04.alicdn.com/kf/Se7cc877c913941398a25e99b7078ddf8u.jpg",,"Korean Women's Messenger Bag Simple Multifunctional Female College Student Style Large Capacity Portable One Shoulder Diagonal","USD 30.00","USD 15.00","50%","USD","7","USD 1.05","59","100.0%","https://s.click.aliexpress.com/e/_Dn3z9kr",,,,,,
"1005004216719224","https://ae04.alicdn.com/kf/S1847c2ae7926456ba4b8de157826e51dS.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100018258333.mp4","Fashion Alligator Pattern Women Shoulder Messenger Bags Vintage PU Leather Small Top-Handle Handbag Casual Female Crossbody Bags","USD 5.55","USD 2.66","52%","USD","7","USD 0.19","46","96.0%","https://s.click.aliexpress.com/e/_Dk9IY0x",,,,,,
"1005003249695069","https://ae04.alicdn.com/kf/Ub164918793c74d599463db0535fbb75ea.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/325534097287.mp4","Cartoon Six Nurse Printed Handbags Classic Women Shoulder Bags New Tote Bag With Zipper Big Capacity Portable Outdoors Packs","USD 8.63","USD 4.49","48%","USD","7","USD 0.31","27","100.0%","https://s.click.aliexpress.com/e/_De09rLN",,,,,,
"1005001489130157","https://ae04.alicdn.com/kf/Hcd8aa4a12ebd46c3804022e92ff78b2cm.jpg",,"Cute Pig Shoulder Bag Plush Stuffed Animal Crossbody Bags Women Fashion Winter Soft Purse Cartoon Handbags Phone Money Storage","USD 13.90","USD 8.48","39%","USD","10.0","USD 0.85","259","100.0%","https://s.click.aliexpress.com/e/_DFeJxDv",,,,,,
"1005004155447050","https://ae04.alicdn.com/kf/S7b5b96a238f648bfbca9b3231ade202dM.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100011127072.mp4","New Ladies Big Straw Tassel Side Bags for Women 2022 Hit Trendy Summer Fashion Shoulder Bag Lady Handbags and Purses Beach Totes","USD 13.78","USD 6.89","50%","USD","7","USD 0.48","28","97.1%","https://s.click.aliexpress.com/e/_DBZY6Bp",,,,,,
"1005003390786751","https://ae04.alicdn.com/kf/S58ba91a91e6e45b48d9e78f27c64cdb4x.jpg",,"Unisex Crossbody Bag Oxford Cloth Diagonal Shoulder Bags Solid Color Satchels Fashion Leisure Trend Square Sling Handbags 2022","USD 6.01","USD 4.21","30%","USD","8.0","USD 0.34","109","92.6%","https://s.click.aliexpress.com/e/_DFzeHGf",,,,,,
"1005003891965916","https://ae04.alicdn.com/kf/Se21eb09aca4e4c4caaf7955e62f34c29r.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/282822086297.mp4","Ladies Quality Leather Letter Shoulder Bags for Women 2022 Luxury Handbags Women Bags Designer Fashion Large Capacity Tote Bag","USD 42.47","USD 21.66","49%","USD","7","USD 1.52","41","100.0%","https://s.click.aliexpress.com/e/_DkaqoG3",,,,,,
"1005001699029538","https://ae04.alicdn.com/kf/Sceba8f222d7144efbd5c5e9ef0cde1fat.jpg",,"JEEP BULUO  Large Capacity Split Leather Bag For Man Messenger Bag New Men Crossbody Bag Shoulder Bags Multi-function Men Handba","USD 47.04","USD 23.52","50%","USD","8.0","USD 1.88","87","99.1%","https://s.click.aliexpress.com/e/_DmrvYk7",,,,,,
"1005001563136972","https://ae04.alicdn.com/kf/H76d5cb6a190149559ea29c76e5af373bq.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/282355803436.mp4","2020 Fashion Women Backpack High Quality Youth PU Leather Backpacks for Teenage Girls Female School Shoulder Bag Bagpack mochila","USD 43.24","USD 21.62","50%","USD","7","USD 1.51","96","97.3%","https://s.click.aliexpress.com/e/_DDu0ZbN",,,,,,
"1005001540061362","https://ae04.alicdn.com/kf/Sb805a15a700f47b59b0f57b36be168d7m.jpg",,"African Women Style Handbag Afro LadiesTraditional Printing Top-Handle Bags for Females Shopping Bag Girls Shoulder Tote Bag","USD 6.30","USD 3.97","37%","USD","7","USD 0.28","43","94.6%","https://s.click.aliexpress.com/e/_Dc62Bdv",,,,,,
"1005004934233888","https://ae04.alicdn.com/kf/S036977c76a124c4a9d34ce3c1052411eY.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100098116757.mp4","Embroidery Mobile Phone Bags Women Fashion Shoulder Bag Female Mini Crossbody Messenger Bags PU Leather Clutch Wallet Pouch","USD 6.89","USD 3.31","52%","USD","8.0","USD 0.26","110","null%","https://s.click.aliexpress.com/e/_DkdIMtz",,,,,,
"33005371954","https://ae04.alicdn.com/kf/H2188f62dfedd487296a5951974ba1249j.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/268903738154.mp4","3-in-1 Women Backpacks Vintage Female Shoulder Bags Soft Leather Backpack Ladies Travel Back Pack Luxury Bags for Girls Mochila","USD 42.09","USD 24.83","41%","USD","7","USD 1.74","153","96.7%","https://s.click.aliexpress.com/e/_DFbLx9p",,,,,,
"1005002739494709","https://ae04.alicdn.com/kf/H94f00937359d43c790ed5f2f326fb724F.jpg",,"Newsbirds Leather Chest Bag Backpack Dual Use Genuine Leather Crossbody Bag Of Men Male Vintage Style Single Shoulder Backpack","USD 98.00","USD 44.10","55%","USD","7","USD 3.09","19","96.0%","https://s.click.aliexpress.com/e/_DBOKTwj",,,,,,
"1005001993218032","https://ae04.alicdn.com/kf/S599dfe732af8460aa6beba9cd528969dI.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/294140362573.mp4","HOCODO 2022 Women Shoulder Messenger Bag Canvas Crossbody New Trend Fashion Female Bag Solid Color High Quality Ladies Chest Bag","USD 33.00","USD 17.82","46%","USD","7","USD 1.25","815","96.4%","https://s.click.aliexpress.com/e/_DnKDSM3",,,,,,
"1005004437196228","https://ae04.alicdn.com/kf/Aff27e03e84584a52a00e6cb9733b5e14H.jpg",,"Cute Cartoon Panda Printed Handbags Shoulder Bag Eco Reusable Shopping Bag High Capacity Custom Pattern Women Tote Bag Casual","USD 7.24","USD 4.49","38%","USD","7","USD 0.31","23","100.0%","https://s.click.aliexpress.com/e/_DdjJrmb",,,,,,
"1005003491452267","https://ae04.alicdn.com/kf/H25585b27d4654bf7b6a644b909d66c4e1.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/334645070166.mp4","Fashion Men's Bag Luxury Brand Designer Single Shoulder Chest Bag Leather Male Crossbody Chest Pack Street Small Sling Bag","USD 15.08","USD 11.91","21%","USD","7","USD 0.83","190","90.0%","https://s.click.aliexpress.com/e/_DkxtjZt",,,,,,
"1005003196278258","https://ae04.alicdn.com/kf/Ha9bece17e7ea4d9f943fade07f467c50A.jpg",,"Simple Fashion Men's Laptop Bag Men High Capacity Top-Handle Bags Men Shoulder Bag Handbag Male Briefcase Travel Leather Bag Man","USD 50.33","USD 26.17","48%","USD","7","USD 1.83","23","100.0%","https://s.click.aliexpress.com/e/_DeytORZ",,,,,,
"1005003318572798","https://ae04.alicdn.com/kf/S1052f404346548b5b69777818455f4f8b.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/328100578210.mp4","WEIXIER Men Crossbody Bag Shoulder Bags Vintage Men Handbags Large Capacity PU Leather Bag For Man Messenger Bags Tote Bag purse","USD 31.86","USD 14.97","53%","USD","7","USD 1.05","327","95.8%","https://s.click.aliexpress.com/e/_DnCfWRv",,,,,,
"1005003168021414","https://ae04.alicdn.com/kf/H673f377392484908b5d3ed0b68b58e1bf.jpg",,"Japanese Student Bag PU Leather Schoolbag Large Capacity Shoulder Bag Lolita Heart JK Uniform Bag Cosplay Anime Handbags Tote","USD 7.67","USD 6.60","14%","USD","7","USD 0.46","56","96.0%","https://s.click.aliexpress.com/e/_DEnLkcL",,,,,,
"1005001789213712","https://ae04.alicdn.com/kf/S25b1a87298cf46fda81baf850d765452K.jpg",,"PADIEOE shoulder bag men leather crossbody bags for men genuine leather chest messenger bag men high quality pack","USD 39.00","USD 39.00","0%","USD","7","USD 2.73","34","100.0%","https://s.click.aliexpress.com/e/_DkwicqB",,,,,,
"1005003830120959","https://ae04.alicdn.com/kf/Sb9b9779609124982a06029ae0688a27eM.jpg",,"Fashion Small Chest Bag Phone Pocket Cross Body Neck Side Shoulder Fanny Pack Man Handbag Anime Print Outdoor Crossbody Gym Bags","USD 7.49","USD 4.49","40%","USD","19.0","USD 0.85","1746","90.0%","https://s.click.aliexpress.com/e/_Ddgakvl",,,,,,
"1005002686891793","https://ae04.alicdn.com/kf/H9fc772fd4f174bd68ec6b014529340d1z.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/310806432770.mp4","Luxury Crossbody Bags For Women 2021 Leather Lemon Color Shoulder Bag Women Casual Satchels Wide Straps Fashion Bag Handbag","USD 27.80","USD 13.90","50%","USD","7","USD 0.97","1135","94.0%","https://s.click.aliexpress.com/e/_DBa4HN1",,,,,,
"1005002499009146","https://ae04.alicdn.com/kf/H1d310987cdcd4e07b4960ceef76adee7s.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/326926867511.mp4","New Fashion Men's Bag Luxury Brand Designer Single Shoulder Chest Bag Leather Male Crossbody Chest Pack Street Small Sling Bag","USD 30.07","USD 18.04","40%","USD","8.0","USD 1.44","99","95.0%","https://s.click.aliexpress.com/e/_DFIpdCP",,,,,,
"1005003011628811","https://ae04.alicdn.com/kf/S2f4d02d73261439c915ce60550624d1bD.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/318236020771.mp4","Fashion Designer Small Handbags High Quality Handbags 2022 New Casual Women Crossbody Bags Solid Color Shoulder Bags and Wallets","USD 37.17","USD 20.07","46%","USD","7","USD 1.40","71","92.0%","https://s.click.aliexpress.com/e/_DB2ePKb",,,,,,
